id,target,smile
CHEMBL551170,6.2,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5N=CC(=O)NC5=O
CHEMBL2104782,2.0,CCCc1c2CCCCc2cc3C(=O)C=C(Oc13)C(=O)O
CHEMBL278255,5.77,NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O
CHEMBL402986,7.0,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Sc13
CHEMBL2207662,8.3,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL472,3.76,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL1778651,3.2,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OC(C)(C)C(=O)O)C(F)(F)F
CHEMBL51628,7.58,Oc1ccc2C=CC(=O)Oc2c1
CHEMBL1917446,3.7,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL29,3.32,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL31088,8.97,CNCCc1ccc(O)c(O)c1
CHEMBL2171015,4.3,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl
CHEMBL2158829,3.7,OC(=O)COc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL6259,5.81,CN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4
CHEMBL866,4.76,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)O
CHEMBL2171041,6.6,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1072,3.49,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O
CHEMBL256668,7.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13
CHEMBL1207579,2.0,CCCc1c2OC(=CC(=O)c2cc3c(NC)cc(nc13)C(=O)O)C(=O)O
CHEMBL257830,5.9,NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL2011441,4.1,COc1nc(Br)cnc1NS(=O)(=O)c2ccc(Cl)s2
CHEMBL100345,4.4,CN1C(=O)N(C)c2[nH]nnc2C1=O
CHEMBL1934267,4.5,CC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1643200,3.1,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O
CHEMBL2208422,10.1,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL440405,5.2,CS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL1643194,3.1,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O
CHEMBL288959,9.05,Nc1nc(O)cc(n1)c2ccccc2
CHEMBL9861,8.8,[O-][S+](Cc1ccccn1)c2nc3ccccc3[nH]2
CHEMBL1916263,5.3,CCC(CC)NC(=O)c1cn(nc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL95804,7.52,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1
CHEMBL1778612,2.7,OC(=O)COc1ccc(cc1c2ccccc2)[N+](=O)[O-]
CHEMBL139,3.89,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
CHEMBL369274,8.75,CCCN(CCC)CCc1ccc(O)c(NC(=O)C)c1
CHEMBL2158824,4.55,OC(=O)c1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL1778646,3.4,CCS(=O)(=O)c1ccc(c(Cl)c1)c2cc(Cl)ccc2OCC(=O)O
CHEMBL4,6.08,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL561,5.82,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12
CHEMBL214350,2.4,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F
CHEMBL897,3.36,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
CHEMBL850,6.31,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
CHEMBL2171034,3.0,Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL622,4.15,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12
CHEMBL184,9.26,Nc1nc(O)c2ncn(COCCO)c2n1
CHEMBL370492,4.34,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4
CHEMBL292500,4.9,NCC1CCC(CC1)C(=O)O
CHEMBL267648,6.28,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3
CHEMBL2171024,3.4,OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1071,3.87,OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3
CHEMBL301856,7.45,Nc1nc(O)c(Cl)c(n1)c2ccccc2
CHEMBL1778652,4.2,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2CCC(=O)O)C(F)(F)F
CHEMBL174,2.51,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL23588,3.56,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F
CHEMBL1537,2.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O
CHEMBL403656,7.9,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
CHEMBL378730,2.9,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34
CHEMBL2171035,2.5,Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2137199,8.13,OC(c1ccc(c(F)c1)c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)(C(F)(F)F)C(F)(F)F
CHEMBL1206675,2.5,CCCc1c2OC(=CC(=O)c2cc3c(Cl)ccnc13)C(=O)O
CHEMBL498,4.69,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL1899087,2.41,OC(=O)\C=C(\c1ccccc1)/C(F)(F)F
CHEMBL272105,6.6,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O
CHEMBL2106940,8.1,COC(=O)c1cc2nc([nH]c2cc1C)[S+]([O-])Cc3ncccc3C
CHEMBL2158832,3.5,OC(=O)c1cccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)c1
CHEMBL2158833,3.5,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1
CHEMBL1778638,3.3,CCS(=O)(=O)c1ccc(c(Cl)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
CHEMBL1073,5.25,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
CHEMBL3145116,6.8,CCOC(=O)N1CCC(CC1)C2=CC(=O)N(N2)c3ccccc3
CHEMBL1238,3.49,OC(=O)CCCCCCCC(=O)O
CHEMBL564607,4.1,OC(=O)c1ccc(cc1)c2ccc(Cl)c(c2)C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL2158822,3.2,OC(=O)c1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL32,6.31,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL239767,7.7,Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-]
CHEMBL1689115,3.4,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3
CHEMBL40268,7.8,NCCc1ccc(O)c(O)c1F
CHEMBL2171033,3.3,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)c4ccccc4)cc1Cl
CHEMBL2171026,3.6,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)c5nn[nH]n5)cc1Cl
CHEMBL1204759,2.3,Cc1nn(c(NC(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C#N)c3ccccc3
CHEMBL190,8.51,CN1C(=O)N(C)c2nc[nH]c2C1=O
CHEMBL2158835,3.1,OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL210884,9.5,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1
CHEMBL15770,3.9,C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1
CHEMBL563498,6.52,Nc1nc(O)c(C#N)c(n1)c2ccccc2
CHEMBL189475,3.1,C[C@@H](C(=O)NS(=O)(=O)C)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
CHEMBL1560,3.45,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CHEMBL1934270,5.5,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)C(C)(C)C)C(C)(C)C
CHEMBL2171036,3.6,COc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2158826,4.4,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL1483,10.5,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
CHEMBL373067,7.1,Nc1nc2nc(SCc3ccccc3)nc(O)c2s1
CHEMBL1055,9.11,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
CHEMBL112,9.48,CC(=O)Nc1ccc(O)cc1
CHEMBL403963,4.5,C(=C\c1nn[nH]n1)/c2ccccc2
CHEMBL484,7.66,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
CHEMBL1296,2.41,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O
CHEMBL2325014,6.2,Nc1[nH]ncc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4
CHEMBL1456,8.01,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
CHEMBL257269,10.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Cc13
CHEMBL430,6.36,CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4
CHEMBL1778644,3.0,CCS(=O)(=O)c1ccc(c(F)c1)c2cc(Cl)ccc2OCC(=O)O
CHEMBL6273,5.6,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
CHEMBL1550468,2.0,COc1ccc2C(=O)C=C(Oc2c1)C(=O)O
CHEMBL31789,10.4,NCC1Cc2c(O)c(O)ccc12
CHEMBL9967,10.71,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
CHEMBL2146910,3.81,OC(=O)c1cc(O)cc(Cl)c1
CHEMBL2314504,4.01,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14
CHEMBL309339,7.5,ONC(=O)c1ccccc1O
CHEMBL1513,3.91,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
CHEMBL1349378,9.45,OCc1ccnc2c(O)cccc12
CHEMBL1916289,3.4,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccc(F)cc3)C(C)(C)C
CHEMBL578,3.1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
CHEMBL432733,9.61,Cc1c(O)nc(N)nc1c2ccccc2
CHEMBL1689126,2.5,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3
CHEMBL1540,9.48,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
CHEMBL429682,4.7,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NS(=O)(=O)C)sc13
CHEMBL1934271,4.6,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1938400,7.17,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc3ccc4nnc(c5ccccc5SCCO)n4c3)n(n1)c6ccc(O)c(Cl)c6
CHEMBL1916272,4.2,CCC(CC)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL2036568,8.61,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(N4CCOCC4)c(F)c3
CHEMBL2325636,3.18,Nc1cc(ccn1)c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ncns4)C(F)(F)F
CHEMBL206200,10.0,COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
CHEMBL428880,2.0,OC(COc1cccc2OC(=CC(=O)c12)C(=O)O)COc3cccc4OC(=CC(=O)c34)C(=O)O
CHEMBL1201195,3.37,CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C
CHEMBL1000,3.0,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
CHEMBL35,3.63,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl
CHEMBL587,8.35,CCCN(CCC)CCc1ccc(O)c2NC(=O)Cc12
CHEMBL254316,3.97,CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)C(=O)NCc3ccc(F)cc3)O
CHEMBL163912,8.9,NC1CCc2c(O)c(O)ccc2C1
CHEMBL1916260,4.5,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3
CHEMBL1778650,3.4,CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O
CHEMBL1917433,2.9,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O
CHEMBL273273,9.25,CCCN(CCC)C1CCc2c(O)cccc2C1
CHEMBL38182,6.2,Brc1ccccc1NC(=O)Nc2ccc(C#N)c3[nH]nnc23
CHEMBL817,5.8,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2
CHEMBL571,3.96,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2
CHEMBL1405150,8.19,CCC(=O)NC(c1cccs1)c2cc(Cl)c3cccnc3c2O
CHEMBL1917418,4.1,Cc1ccc2c(c1)c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O
CHEMBL437,7.01,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2
CHEMBL1191,5.4,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
CHEMBL1892766,6.1,O=C1NC(=O)C(=CN1Cc2occc2)C#N
CHEMBL914,2.26,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL746,2.0,CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)O)C(=O)O
CHEMBL83628,2.0,OC(=O)C1=CC(=O)c2ccccc2O1
CHEMBL2325642,3.19,Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccnn3C4CNC4)S(=O)(=O)Nc5ncns5
CHEMBL299155,2.5,OC(=O)C1=CC(=O)c2ccccc2N1
CHEMBL2011440,3.6,COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c2ccc(Cl)s2
CHEMBL2171047,3.2,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl
CHEMBL1069,3.54,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O
CHEMBL1200692,4.29,CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O
CHEMBL257027,9.1,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13
CHEMBL146419,8.85,CN(C)C1CCc2c(O)c(O)ccc2C1
CHEMBL2207658,7.6,O[C@H](CNC(=O)c1c[nH]nc1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL473,8.26,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
CHEMBL455,5.25,CC(=O)NS(=O)(=O)c1ccc(N)cc1
CHEMBL2207663,8.6,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2
CHEMBL1778639,3.2,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
CHEMBL2171037,6.1,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL412,10.0,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O
CHEMBL222645,2.46,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
CHEMBL2171022,2.9,OC(=O)COc1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL559968,6.1,Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)N3N=CC(=O)NC3=O
CHEMBL2207666,10.9,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1916261,3.3,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL1934266,4.7,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL181,8.42,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
CHEMBL1081917,2.9,Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C3CCCCC3)ccc1OCC(=O)O
CHEMBL1934426,5.0,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C
CHEMBL171055,2.0,OC(=O)C1=CC(=O)c2ccc(O)cc2O1
CHEMBL27246,4.17,OC(=O)\C=C\c1ccccc1
CHEMBL33,6.06,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL31,6.05,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
CHEMBL439,6.29,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2
CHEMBL8,6.13,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O
CHEMBL11672,4.2,CN(C(=O)C1=C(O)c2ccccc2N(C)C1=O)c3ccccc3
CHEMBL53046,7.6,NCCc1ccc(O)c2nc(O)ccc12
CHEMBL191413,4.7,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C
CHEMBL1916284,3.8,C[C@H](NC(=O)c1c(NS(=O)(=O)c2ccc(C)cc2)n(nc1C(F)(F)F)c3ccccc3)C(C)(C)C
CHEMBL1916288,3.0,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C
CHEMBL2018954,5.05,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c3ccc(C)cc3)cc1OCCN(C)C
CHEMBL26736,9.1,NC1CCc2cc(O)c(O)cc2C1
CHEMBL1622795,3.35,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)c3csc(N)n3
CHEMBL212777,5.0,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34
CHEMBL2158819,3.0,OC(=O)C(N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4
CHEMBL782,5.2,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL336669,2.4,CC1=NN(C(S1)C(=O)O)C(=O)CCS
CHEMBL1082,4.03,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1201046,2.01,NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4CC(=O)O
CHEMBL184412,7.69,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c2c(CCCC)oc3ccc(NS(=O)(=O)C)cc23
CHEMBL315361,4.0,OC(=O)C1=COc2ccccc2C1=O
CHEMBL1917450,2.8,Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL2158831,3.0,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL2158823,4.3,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL365123,9.4,CC1=CN(Cc2ccccc2)C(=O)NC1=O
CHEMBL1458820,2.0,OC(=O)C1=CC(=O)c2cc(Cl)ccc2O1
CHEMBL1916085,5.2,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4
CHEMBL2171038,3.4,Cc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2178579,5.9,Oc1c(NC(=O)Nc2cccc(F)c2Cl)ccc(Cl)c1S(=O)(=O)N3CCNCC3
CHEMBL600915,5.1,Clc1ccc(cc1)S(=O)(=O)Nc2ccsc2C#N
CHEMBL832,2.7,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4
CHEMBL1146,3.29,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O
CHEMBL403313,5.5,CN(C)S(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3
CHEMBL1518,8.01,CCCC1=CC(=O)NC(=S)N1
CHEMBL1208,4.36,CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12
CHEMBL826,6.2,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3
